teamName ,displayName,description,abbreviation,value,perGameValue,rank
Cardinals,Stuffs,The number of times a run is stopped at or behind the line of scrimmage.,STF,49,,11
Cardinals,Stuff Yards Lost,The number of yards lost when a run is stuffed.,SYDSL,-101,,26
Cardinals,Team Games Played,The numbers of team games played.,GP,17,,1
Cardinals,Total Offensive Plays,The number of offenseive plays run.,OP,1126,65,40
Cardinals,Total Points,The number of total points earned.,PTS,449,27,11
Cardinals,Total Points Per Game,The average number of points scored per game.,TP/G,26.412,,11
Cardinals,Total Touchdowns,The number of total Touchdowns scored.,TD,52,3,8
Cardinals,Total Yards,The number of total yards gained.,TYDS,6695,373,6
Cardinals,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,,1
Cardinals,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTC,-1,-1,1
Cardinals,Two Point Rush,The number of rushes on 2-point attempts.,2PTR,0,,18
Cardinals,Two Point Rush Attempts,The number of times a 2-point conversion is attempted with a rush.,CMP,0,,24
Cardinals,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,,1
Cardinals,Yards Per Game,The average number of yards per game.,YDS/G,393.824,,6
Cardinals,Yards Per Rush Attempt,The average number of yards per rush attempt.,AVG,4.185,4.211999893,22
Cardinals,Average Gain,The average gained yards per position.,AG,584.361,,14
Cardinals,ESPN Widereceiver Rating,The ESPN Widereceiver Rating.,ESPNWR,7639,,10
Cardinals,Long Reception,The amount of yards for the longest reception.,LNG,77,39,6
Cardinals,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,,1
Cardinals,Net Total Yards,The amount of total net yards.,NTYDS,6352,,8
Cardinals,Net Yards Per Game,The total net yards gained per game.,CMP,373.64706,,8
Cardinals,20+ Yard Receiving Plays,The number of receiving big plays gained.,BIG,62,,8
Cardinals,Receiving First Downs,The number of times a first down is picked up by a reception.,FD,214,,9
Cardinals,Receiving Fumbles,The number of times a reception is made and then the ball is fumbled.,FUM,5,,30
Cardinals,Receiving Fumbles Lost,The number of times a reception is made and the balled is fumbled and recovered by the opposing team.,LST,2,,27
Cardinals,Receiving Targets,The number of times a receiver is thrown to.,TGTS,570,33,15
Cardinals,Receiving Touchdowns,The total number of receiving touchdowns.,TD,27,1,12
Cardinals,Receiving Yards,The total receiving yards.,YDS,4619,271,8
Cardinals,Receiving Yards After Catch,The number of yards gained after the catch has been made.,YAC,2279,134,7
Cardinals,Receiving Yards At Catch,The number of yards gained at the time the catch is made.,Y@C,2340,,10
Cardinals,Receiving Yards Per Game,The average number of receiving yards per game.,YDS/G,271.706,,8
Cardinals,Receptions,The total number of receptions.,REC,415,24,7
Cardinals,Team Games Played,The numbers of team games played.,GP,17,,1
Cardinals,Total Offensive Plays,The number of offenseive plays run.,OP,1126,65,40
Cardinals,Total Points,The number of total points earned.,PTS,449,27,11
Cardinals,Total Points Per Game,The average number of points scored per game.,TP/G,26.412,,11
Cardinals,Total Touchdowns,The number of total Touchdowns scored.,TD,52,3,8
Cardinals,Total Yards,The number of total yards gained.,TYDS,6695,373,6
Cardinals,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,,1
Cardinals,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTC,-1,-1,1
Cardinals,Two Point Receptions,The number of receptions on 2-point attempts.,2PTR,0,,25
Cardinals,Two Point Reception Attempts,The number of times a 2-point conversion is attempted with a reception.,CMP,2,1,21
Cardinals,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,,1
Cardinals,Yards Per Game,The average number of yards per game.,YDS/G,393.824,,6
Cardinals,Yards Per Reception,The average number of yards per reception.,AVG,11.13,11.18000031,14
Cardinals,Assist Tackles,The number of assists on tackles.,AST,387,20,32
Cardinals,Average Interception Yards,The average number of return yards per interception.,AVG,19,15.36100006,2
Cardinals,Average Sack Yards,The average number of yards lost per sack.,YDS/SACK,5.537,4.708000183,31
Cardinals,Average Stuff Yards,The average number of yards lost per stuff.,YDS/STF,5.314,,27
Cardinals,Block Field Goal Touchdown,The number of blocked field goals that were returned for a touchdown.,BFGTD,0,,1
Cardinals,Blocked Punt Touchdowns,The number of blocked punts that were returned for touchdowns.,BPTD,0,,8
Cardinals,Defensive Touchdown,The number of touchdowns recorded on defense.,TD,2,,7
Cardinals,Hurries,The number of times that the quarterback is hurried.,HUR,0,,1
Cardinals,Kicks Blocked,The number of times a kick was blocked.,KB,0,,22
Cardinals,Long Interception,The amount of yards of the longest interception return.,LNG,77,,5
Cardinals,Miscellaneous Touchdowns,The number of miscellaneous touchdowns.,MISCTD,0,,7
Cardinals,Passes Batted Down,The number of passes that were batted down.,BATD,0,,1
Cardinals,Passes Defended,The total number of passes defended.,PD,73,4,15
Cardinals,Two Point Returns,The number of two point attempts that is returned by the defense.,2PTR,0,,2
Cardinals,Sacks,The total number of sacks.,SACK,41,2.411999941,13
Cardinals,Sack Yards,The number of yards lost from sacks.,SCKYDS,227,13.35299969,23
Cardinals,Safeties,The number of times the offense is tackled in their own endzone.,SAFE,0,,5
Cardinals,Solo Tackles,The number of times a tackle was made unassisted.,SOLO,754,40,71
Cardinals,Stuffs,The number of times that a runner is stuffed at or behind the line of scrimmage.,STF,35,5,12
Cardinals,Stuff Yards,The number of yards lost from stuffs.,STFYDS,186,,26
Cardinals,Tackles For Loss,The number of tackles that result in a loss of yardage.,TFL,76,4.471000195,11
Cardinals,Team Games Played,The numbers of team games played.,GP,17,,1
Cardinals,Total Tackles,The total number of tackles.,TOT,1141,60,39
Cardinals,Yards Allowed,Yards allowed,YA,0,,1
Cardinals,Points Allowed,Points allowed,PA,0,,1
Cardinals,One Point Safeties Made,One Point Safeties Made,OPSM,0,,1
Cardinals,Interceptions,The total number of interceptions.,INT,13,,15
Cardinals,Interception Touchdowns,The number of times an interception is returned for a touchdown.,TD,1,,14
Cardinals,Interception Yards,The number of yards gained after an interception.,YDS,247,14,7
Cardinals,Average Kickoff Return Yards,The average number of yards per kickoff return.,YDS/KR,21.069,15.6619997,3
Cardinals,Average Kickoff Yards,The average number of yards per kickoff.,YDS/K,62.01,14.20899963,2
Cardinals,Extra Point Attempts,The number of extra point attempts.,XPA,49,2,1
Cardinals,Extra Point Percentage,The percentage of extra point attempts that are converted.,XP%,95.918,89.21600342,2
Cardinals,Extra Point Blocked,The number of extra points blocked.,XPB,0,,1
Cardinals,Extra Points Blocked Percentage,The percentage of extra points attempts that are blocked.,XPB%,0,,1
Cardinals,Extra Points Made,The number of extra point attempts made.,XPM,47,2,2
Cardinals,Fair Catches,The number of fair catches.,FC,0,,2
Cardinals,Fair Catch Percentage,The percentage of kicks that are fair catches.,FC%,0,5.801000118,2
Cardinals,Field Goal Attempts,The number of times a field goal is attempted.,FGA,37,2,1
Cardinals,Field Goal Attempts 1-19,The number of field goals attempted from 1-19 yards.,FGA 1-19,0,,1
Cardinals,Field Goal Attempts 20-29,The number of field goals attempted from 20-29 yards.,FGA 20-29,11,,1
Cardinals,Field Goal Attempts 30-39,The number of field goals attempted from 30-39 yards.,FGA 30-39,11,,2
Cardinals,Field Goal Attempts 40-49,The number of field goals attempted from 40-49 yards.,FGA 40-49,5,,3
Cardinals,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,7,,1
Cardinals,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,3,,1
Cardinals,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,10,,2
Cardinals,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,1442,80,1
Cardinals,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,81.081,77.4509964,3
Cardinals,Field Goals Blocked,The number of field goals that are blocked.,FGB,0,,1
Cardinals,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,0,,1
Cardinals,Field Goal Made,The number of times a field goal is made.,FGM,30,1,2
Cardinals,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0,,1
Cardinals,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,11,,1
Cardinals,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,9,,2
Cardinals,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,3,,3
Cardinals,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,6,,1
Cardinals,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,1,,1
Cardinals,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,7,,2
Cardinals,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,1103,64,2
Cardinals,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,339,15,1
Cardinals,Kickoff Returns,The number of times a kickoff was returned.,KR,29,1,4
Cardinals,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0,,1
Cardinals,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,611,35,1
Cardinals,Kickoffs,The number of kickoffs taken.,K,98,5,2
Cardinals,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,6077,78,2
Cardinals,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,68,,1
Cardinals,Long Field Goal Made,The distance of the longest field goal made.,LNG,62,38,1
Cardinals,Long Kickoff,The distance of the longest kickoff.,LK,73,54,1
Cardinals,Team Games Played,The numbers of team games played.,GP,17,,1
Cardinals,Total Kicking Points,The number of total points earned kicking.,PTS,137,8,2
Cardinals,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,74.49,72.40799713,1
Cardinals,Touchbacks,The number of kickoffs that result in touchbacks.,TB,73,4,1
Cardinals,Defensive Fumbles Returns,The number of fumble returns.,DFR,0,,1
Cardinals,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0,,1
Cardinals,Fumble Recoveries,The number of fumble recoveries.,FR,14,,1
Cardinals,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,36,,12
Cardinals,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0,,2
Cardinals,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0,,1
Cardinals,Kick Return Fumbles,The number of kick return fumbles.,KRF,0,,1
Cardinals,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0,,1
Cardinals,Kick Returns,The number of kick returns.,ATT,29,1,27
Cardinals,Kick Return Touchdowns,The number of kick return touchdowns.,TD,0,,9
Cardinals,Kick Return Yards,The total yardage of kick returns.,YDS,611,35,27
Cardinals,Long Kick Return,The longest kick return in yards.,LNG,32,18,30
Cardinals,Long Punt Return,The longest punt return in yards.,LNG,48,10,4
Cardinals,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0,,1
Cardinals,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0,,1
Cardinals,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,4,,32
Cardinals,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,3,,28
Cardinals,Opposition Special Team Fumble Returns,The number of fumble returns by the opposition's speical teams.,OPSTFR,0,,1
Cardinals,Opposition Special Team Fumble Return Yards,The amount of total yardage from fumble return by the opposition's special teams.,OFRYDS,0,,1
Cardinals,Punt Return Fair Catches,The number of punt return fair catches.,FC,16,,16
Cardinals,Punt Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,PRFC%,61.538,,16
Cardinals,Punt Return Fumbles,The number of punt return fumbles.,PRF,0,,1
Cardinals,Punt Return Fumbles Lost,The number of punt return fumbles that are lost.,PRFL,0,,1
Cardinals,Punt Returns,The number of punt returns.,ATT,26,1,16
Cardinals,Punt Returns Started Inside the 10,The number of punt returns started inside the 10.,PR 10,0,,1
Cardinals,Punt Returns Started Inside the 20,The number of punt returns started inside the 20.,PR 20,0,,1
Cardinals,Punt Return Touchdowns,The number of punt return touchdowns.,TD,0,,3
Cardinals,Punt Return Yards,The total yardage of punt returns.,YDS,238,14,14
Cardinals,Special Team Fumbles Returns,The number of special team fumble returns.,STFR,0,,1
Cardinals,Special Team Fumble Return Yards,The amount of total yardage from special team fumble returns.,STFRYD,0,,1
Cardinals,Team Games Played,The numbers of team games played.,GP,17,,1
Cardinals,Yards Per Kick Return,The average number of yards per kick return.,AVG,21.069,15.6619997,20
Cardinals,Yards Per Punt Return,The average number of yards per punt return.,AVG,9.154,8.118000031,12
Cardinals,Yards Per Return,The average number of yards per return.,YDS/R,15.436,,21
Cardinals,Average Punt Return Yards,The average number of yards per punt return.,AVG,8.833,8.118000031,13
Cardinals,Fair Catches,The number of fair catches.,FC,8,,31
Cardinals,Gross Average Punt Yards,The average gross number of yards per punt.,AVG,48.846,48.3730011,3
Cardinals,Long Punt,The distance of the longest punt.,LNG,62,53,28
Cardinals,Net Average Punt Yards,The average net number of yards per punt.,NET,43.75,43.55500031,7
Cardinals,Punt Returns,The number of times a punt was returned.,ATT,30,1,10
Cardinals,Punt Return Yards,The total amount of yardage of punt returns.,YDS,265,15,12
Cardinals,Punts,The number of punts taken.,PUNTS,52,3,27
Cardinals,Punts Blocked,The number of times a punt was blocked.,PBLK,0,,10
Cardinals,Punts Blocked Percentage,The percentage of punts that are blocked.,PBLK%,0,,10
Cardinals,Punts Inside 10,The number of times a punt is downed inside the 10.,P 10,5,,28
Cardinals,Punts Inside 10 Percentage,The percentage of punts that end up inside the 10.,P 10%,9.615,,25
Cardinals,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,12,,31
Cardinals,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,23.077,21.52899933,32
Cardinals,Punt Yards,The total amount of yardage of punts.,YDS,2540,149,25
Cardinals,Team Games Played,The numbers of team games played.,GP,17,,1
Cardinals,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,9.615,7.548999786,7
Cardinals,Touchbacks,The number of kickoffs that result in touchbacks.,TB,5,,9
